StudentID,State,Gender,BirthYear,Hispanic,AmericanIndian,Asian,Black,NativeHawaiian,White,HsDip,HSDipYr,HSGPAUnwtd,Enrollmentstatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus
315217,NJ,2,1992,0,0,1,0,0,0,0,-1,-1,2,79,56,0,0,0,0,0
315223,NJ,2,1981,0,0,0,0,0,1,0,-1,-1,2,71,60,2,0,0,0,0
315236,NJ,1,1985,0,0,0,1,0,0,0,-1,-1,2,63,63,2,0,0,0,0
315237,NJ,2,1989,0,0,0,0,0,1,0,-1,3.82,1,-2,-2,0,-1,-1,0,0
315238,NJ,2,1992,0,0,0,0,0,0,0,-1,-1,2,61,51,0,0,0,0,0
315247,NJ,2,1986,0,0,1,0,0,0,0,-1,-1,2,118,70,0,0,0,0,0
315248,NJ,1,1988,0,0,0,0,0,1,0,2005,-1,1,-2,-2,0,1,1,0,0
315260,NJ,1,1973,0,0,0,1,0,0,0,-1,-1,2,75.25,71.5,0,0,0,0,0
315262,NJ,1,1991,1,0,0,0,0,0,0,-1,-1,2,22,19,0,1,0,0,0
315268,NJ,2,1971,0,0,0,0,0,1,0,-1,-1,2,82,34,2,0,0,0,0
315270,NJ,2,1968,1,0,0,0,0,0,0,-1,-1,2,54,66,2,0,0,0,0
315276,NJ,2,1986,0,0,0,0,0,1,0,-1,-1,2,42,39,0,0,0,0,0
315277,NY,2,1980,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,126,96,0,0,0,0,1
315279,NJ,1,1991,0,0,0,1,0,0,0,-1,-1,2,19,19,0,0,0,0,0
315301,NJ,2,1994,0,0,0,1,0,0,0,2012,3.46,1,-2,-2,0,1,1,0,0
315303,NJ,2,1964,0,0,0,0,0,1,0,-1,-1,2,79,66,0,0,0,0,0
315315,NJ,1,1971,0,0,0,1,0,0,0,-1,-1,2,72,72,2,0,0,0,0
315317,NJ,2,1979,0,0,0,0,0,1,0,-1,-1,2,120,96,3,0,0,0,0
315320,NJ,2,1972,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,72,72,2,0,0,0,0
315322,NJ,1,1969,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,105,73,0,0,0,0,0
315323,NJ,2,1989,1,0,0,0,0,0,0,-1,-1,2,79,66,2,0,0,0,0
315327,MD,2,1989,0,0,0,1,0,0,0,-1,-1,2,91,88,0,0,0,0,0
315328,NJ,1,1991,0,0,0,0,0,1,0,-1,-1,2,60,60,2,0,0,0,0
315332,NJ,2,1988,0,0,0,0,0,1,0,2007,-1,1,-2,-2,0,-1,-1,0,0
315337,NJ,1,1991,1,0,0,0,0,0,0,-1,-1,2,60,51,0,0,0,1,0
315338,NJ,1,1973,0,0,0,0,0,1,0,1991,-1,1,-2,-2,0,-1,-1,0,0
315342,NJ,1,1994,0,0,0,1,0,0,0,2012,2.9,1,-2,-2,0,1,1,0,0
315350,NC,2,1988,0,0,0,0,0,0,1,-1,-1,2,6,6,0,1,1,0,0
315351,NJ,2,1981,1,0,0,0,0,0,0,-1,-1,2,66,66,2,0,0,0,0
315355,NJ,1,1985,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315362,NJ,1,1953,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315370,NJ,2,1958,0,0,0,1,0,0,0,-1,-1,2,72,82,2,0,0,0,0
315390,NJ,2,1992,0,0,0,1,0,0,0,-1,2.3,1,-2,-2,0,1,1,0,0
315398,NJ,2,1992,0,0,0,0,0,1,0,-1,-1,2,60.5,54.5,0,0,0,0,0
315399,NJ,2,1994,0,0,0,1,0,0,0,2012,3.79,1,-2,-2,0,1,0,0,1
315404,NJ,2,1987,0,0,1,0,0,0,0,-1,-1,2,-1,96,0,0,0,0,0
315414,NJ,1,1992,0,0,0,0,0,1,0,-1,-1,2,46,31,0,0,0,0,0
315416,NJ,2,1964,0,0,0,0,0,1,0,-1,-1,2,-1,96,2,0,0,0,0
315418,NJ,2,1990,0,0,0,0,0,1,0,-1,-1,2,82,66,2,0,0,0,0
315422,NJ,1,1979,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,-2,0,-1,-1,0,0
315444,NJ,2,1990,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315450,NY,1,1948,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315471,NJ,2,1986,1,0,0,0,0,0,0,-1,-1,2,66,66,2,0,0,0,0
315475,NJ,1,1983,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,0,0,0
315477,NJ,1,1976,0,0,0,1,0,0,0,-1,-1,2,69.5,66,2,0,0,0,0
315482,NJ,2,1986,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,0,0,1
315493,NJ,1,1990,0,0,0,1,0,0,0,-1,-1,2,47,33,0,0,0,0,0
315494,NJ,2,1970,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,72,76,2,0,0,0,0
315496,NJ,2,1987,0,0,0,0,0,1,0,-1,-1,2,67,66,2,0,0,0,0
315503,NJ,2,1984,0,0,0,0,0,1,0,-1,-1,2,82,72,2,0,0,0,0
315507,NJ,2,1991,0,0,1,0,0,0,0,-1,-1,2,45.5,38.5,0,0,0,0,0
315521,NJ,2,1979,1,0,0,0,0,0,0,-1,-1,2,78,72,2,0,0,0,0
315523,NJ,2,1985,0,0,0,0,0,1,0,-1,-1,2,96,73,2,0,0,0,0
315524,NJ,1,1985,0,0,0,0,0,1,0,-1,-1,2,64,64,2,0,0,0,0
315537,NJ,2,1955,0,0,0,1,0,0,0,-1,-1,2,95,66,2,0,0,0,0
315542,NJ,2,1967,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,84,41,2,0,0,0,0
315543,NJ,1,1963,0,0,0,0,0,1,0,-1,-1,2,87,84,2,0,0,0,0
315545,NJ,2,1966,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,75,66,2,0,0,0,0
315565,NJ,1,1973,0,0,0,0,0,1,0,-1,-1,2,60,48,0,0,0,0,0
315567,NJ,2,1983,1,0,0,0,0,0,0,-1,-1,2,64,64,2,0,0,0,0
315576,NJ,2,1970,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315579,NJ,1,1987,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315591,NJ,1,1987,0,0,0,0,0,1,0,-1,-1,2,68,66,2,0,0,0,0
315592,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,71,47,0,0,0,0,0
315594,NJ,1,1985,0,0,1,0,0,0,0,-1,-1,2,115,72,0,0,0,0,0
315604,NJ,2,1994,-1,-1,-1,-1,-1,-1,-1,2012,3.6,1,-2,-2,0,-1,-1,0,1
315605,NJ,2,1976,0,0,0,1,0,0,0,-1,-1,2,107,92,0,0,0,0,0
315606,NJ,1,1992,0,0,0,1,0,0,0,-1,-1,2,28.5,31.5,0,0,0,1,0
315608,NJ,2,1990,0,0,0,1,0,0,0,-1,-1,2,66,66,2,0,0,0,0
315609,NJ,2,1990,0,0,0,1,0,0,0,-1,-1,2,66,66,2,0,0,0,0
315614,NJ,1,1985,0,0,0,1,0,0,0,-1,-1,2,87.5,66,2,0,0,0,0
315615,NJ,1,1987,0,0,0,0,0,1,0,-1,-1,2,58,55,0,0,0,0,0
315618,FL,2,1978,0,0,0,0,0,1,0,-1,-1,2,64,64,2,0,0,0,0
315622,NJ,2,1986,0,0,1,0,0,0,0,-1,-1,2,126,96,0,0,0,0,0
315637,NJ,2,1964,-1,-1,-1,-1,-1,-1,-1,-1,3.43,1,-2,-2,0,-1,-1,0,0
315638,NJ,1,1979,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315647,NJ,1,1989,1,0,0,0,0,0,0,-1,-1,2,83,66,0,0,0,0,0
315676,NJ,1,1992,0,0,0,0,0,1,0,-1,-1,2,33,33,0,0,0,1,0
315758,NJ,1,1986,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
315761,NJ,1,1981,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
315794,NJ,1,1966,1,0,0,0,0,0,0,2010,-1,1,-2,-2,0,-1,-1,0,0
315251,NJ,1,1993,1,0,0,0,0,0,0,2012,2.1,1,-2,-2,0,1,1,0,0
317394,NJ,2,1994,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
320964,NJ,2,1994,1,0,0,0,0,0,0,2013,2.39,1,-2,-2,0,0,0,0,0
322620,NJ,1,1993,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,1,0,1
324816,NJ,2,1994,1,0,0,0,0,0,0,-1,-1,2,22,22,0,0,0,0,0
321586,NJ,2,1988,1,0,0,0,0,0,0,2006,2.4,1,-2,-2,0,1,0,0,1
323240,NJ,2,1986,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
320871,NJ,1,1995,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,0,0,1
322688,NJ,1,1994,0,0,0,0,0,1,0,2013,-1,1,-2,-2,0,0,0,0,0
323588,NJ,2,1995,0,0,1,0,0,0,0,-1,-1,2,21,12,0,0,0,0,0
316664,NJ,2,1995,1,0,0,0,0,0,0,-1,2.8,1,-2,-2,0,1,1,0,0
321082,NJ,2,1994,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
322661,NJ,1,1993,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,0,1,0,0
321547,NY,2,1995,1,0,0,0,0,0,0,2013,3.27,1,-2,-2,0,1,1,0,0
320437,NJ,1,1994,0,0,0,0,0,1,0,2013,2.34,1,-2,-2,0,1,0,1,1
318710,NJ,1,1995,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,0,0,0,1
324162,NJ,2,1972,0,0,0,0,0,1,0,-1,-1,2,64.5,53,0,0,0,0,1
319634,NJ,2,1995,0,0,0,1,0,0,0,2010,2.7,1,-2,-2,0,1,0,0,1
311156,NJ,2,1967,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
324720,NJ,2,1983,0,0,0,1,0,0,0,-1,-1,2,16,13,0,0,0,0,0
324667,NY,2,1969,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
291374,NJ,2,1992,0,0,0,1,0,0,0,2012,2.4,1,-2,-2,0,1,1,0,0
313659,NJ,2,1992,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,59,59,2,0,0,0,0
323359,NJ,2,1995,0,0,1,0,0,0,0,2013,2.4,1,-2,-2,0,1,1,0,0
320094,NJ,2,1995,1,0,0,0,0,0,0,2013,3.35,1,-2,-2,0,0,1,0,0
317807,NJ,1,1975,0,0,0,1,0,0,0,-1,-1,2,77,77,2,0,0,1,0
318620,NJ,2,1961,0,0,1,0,0,0,0,-1,-1,2,97,36,0,0,0,0,0
321936,NJ,2,1992,0,0,0,0,0,1,0,-1,-1,2,16,13,0,0,0,0,0
318021,NJ,2,1995,0,0,0,0,0,1,0,2013,3,1,-2,-2,0,1,0,0,1
324725,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,36,23,0,0,0,0,0
320370,NJ,2,1981,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
317712,NJ,1,1995,0,0,0,1,0,0,0,2013,2.4,1,-2,-2,0,1,1,0,0
316620,NJ,2,1995,0,0,1,0,0,0,0,2012,3.9,1,-2,-2,0,0,0,1,0
322156,NJ,1,1976,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
321250,CT,1,1986,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
321419,NJ,1,1993,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
324030,NJ,2,1990,1,0,0,0,0,0,0,-1,-1,2,29,21,0,0,0,0,0
315661,NJ,1,1994,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,0,0,1,1
318058,NJ,1,1994,0,0,0,1,0,0,0,2012,2.4,1,-2,-2,0,1,1,0,0
319469,NJ,1,1993,1,0,0,0,0,0,0,2013,2.32,1,-2,-2,0,1,0,0,1
320404,NJ,1,1957,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0
317029,NJ,2,1995,1,0,0,0,0,0,0,-1,2.4,1,-2,-2,0,1,1,0,0
316276,NJ,2,1995,-1,-1,-1,-1,-1,-1,-1,2013,-1,1,-2,-2,0,1,0,0,1
323306,NJ,2,1994,0,0,1,0,0,0,0,2013,2.86,1,-2,-2,0,1,1,0,0
321633,NJ,1,1994,1,0,0,0,0,0,0,2013,2.3,1,-2,-2,0,1,1,0,0
317993,NJ,1,1995,1,0,0,0,0,0,0,-1,3.1,1,-2,-2,0,0,0,0,0
320473,NJ,2,1972,0,0,1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
316788,NJ,2,1995,-1,-1,-1,-1,-1,-1,-1,2013,-1,1,-2,-2,0,1,1,0,1
324545,NJ,2,1993,1,0,0,0,0,0,0,-1,-1,2,16,13,0,0,0,1,0
320947,NJ,2,1995,0,0,0,0,0,1,0,-1,2.6,1,-2,-2,0,1,1,0,0
319977,NJ,1,1995,-1,-1,-1,-1,-1,-1,-1,2010,-1,1,-2,-2,0,1,1,0,0
320672,NJ,2,1995,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
323524,NJ,1,1985,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
324322,NY,2,1993,0,0,0,1,0,0,0,-1,-1,2,25,25,0,0,0,0,0
317228,NJ,2,1995,1,0,0,0,0,0,0,-1,2.2,1,-2,-2,0,0,0,0,0
319758,NJ,1,1992,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,1,0,0
318773,NJ,2,1994,1,0,0,0,0,0,0,2013,3.7,1,-2,-2,0,1,1,0,0
320441,NJ,2,1993,1,0,0,0,0,0,0,2013,3.1,1,-2,-2,0,1,1,0,0
322669,NJ,2,1995,1,0,0,0,0,0,0,-1,2.9,1,-2,-2,0,1,1,0,0
320341,NJ,1,1992,1,0,0,0,0,0,0,-1,-1,2,19,19,0,0,0,0,1
324709,NJ,1,1995,0,0,0,0,0,1,0,2013,2.89,1,-2,-2,0,0,1,1,0
323549,NJ,1,1995,-1,-1,-1,-1,-1,-1,-1,2013,2.41,1,-2,-2,0,1,1,0,0
321371,NJ,2,1995,1,0,0,0,0,0,0,-1,2.5,1,-2,-2,0,1,1,0,0
321179,NJ,1,1995,1,0,0,0,0,0,0,-1,2.2,1,-2,-2,0,1,1,1,0
288890,NJ,2,1991,0,0,0,1,0,0,0,-1,-1,2,27,13,0,0,0,0,1
320515,NJ,1,1987,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
304217,NJ,1,1982,0,0,0,1,0,0,0,-1,-1,2,25.5,6,0,0,0,0,1
315186,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,0,1,1,1
316972,NJ,2,1988,0,0,0,0,0,0,1,-1,-1,2,0,0,0,1,1,0,0
319536,NJ,1,1995,1,0,0,0,0,0,0,2013,3.6,1,-2,-2,0,0,1,0,0
317109,NJ,1,1995,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,1,0
322924,NJ,1,1995,0,0,1,0,0,0,0,-1,3.06,1,-2,-2,0,0,1,1,0
320450,NJ,1,1995,1,0,0,0,0,0,0,2013,2.04,1,-2,-2,0,0,0,1,1
321109,NJ,2,1995,1,0,0,0,0,0,0,2013,2.5,1,-2,-2,0,1,0,0,1
317743,NJ,2,1995,0,0,0,1,0,0,0,2013,2.6,1,-2,-2,0,1,1,0,0
321242,NY,2,1987,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
319734,NJ,1,1993,0,0,0,0,0,1,0,2010,-1,1,-2,-2,0,1,1,0,1
319396,NJ,2,1995,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
322603,NJ,2,1995,1,0,0,0,0,0,0,-1,2.9,1,-2,-2,0,1,1,0,0
322716,NJ,2,1995,0,0,0,1,0,0,0,2013,2.8,1,-2,-2,0,1,1,1,0
317669,FL,1,1986,1,0,0,0,0,0,0,-1,-1,2,36,27,0,0,0,0,0
323222,NJ,2,1995,0,0,0,1,0,0,0,-1,-1,1,-2,-2,0,1,1,0,0
313450,NY,1,1995,0,0,0,0,0,1,0,2013,-1,1,-2,-2,0,0,0,1,1
323113,NJ,1,1995,0,0,1,0,0,0,0,2013,2.9,1,-2,-2,0,1,0,0,1
324102,NJ,2,1995,1,0,0,0,0,0,0,2010,-1,1,-2,-2,0,0,1,1,0
318211,NJ,2,1995,1,0,0,0,0,0,0,2012,2.6,1,-2,-2,0,1,1,0,0
321901,NJ,1,1995,0,0,0,1,0,0,0,-1,2.5,1,-2,-2,0,1,1,0,0
317698,NJ,1,1995,0,0,1,0,0,0,0,2013,-1,1,-2,-2,0,1,0,0,1
321317,NJ,1,1995,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,0
319203,NJ,2,1995,1,0,0,0,0,0,0,2013,3.08,1,-2,-2,0,1,0,0,0
316622,NJ,2,1995,0,0,0,1,0,0,0,2013,2.87,1,-2,-2,0,0,0,0,1
320513,NJ,1,1985,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
324617,NJ,1,1955,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,-2,0,-1,-1,0,0
319330,NJ,1,1994,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
324680,NJ,2,1981,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
317473,NJ,1,1994,1,0,0,0,0,0,0,2013,3.11,1,-2,-2,0,1,1,1,0
285108,NJ,2,1979,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,0,0,1
319714,NJ,2,1995,1,0,0,0,0,0,0,-1,2.5,1,-2,-2,0,0,1,1,0
324644,NJ,2,1960,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,52,28,2,0,0,0,0
321716,NY,1,1990,1,0,0,0,0,0,0,-1,-1,2,59,53,0,0,0,0,0
320422,NJ,2,1992,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
322477,NJ,2,1995,0,0,0,1,0,0,0,2013,2.7,1,-2,-2,0,1,1,0,0
321496,NJ,2,1995,0,0,0,0,0,1,0,2013,2.6,1,-2,-2,0,1,0,0,1
318743,NJ,2,1995,1,0,0,0,0,0,0,-1,3.3,1,-2,-2,0,1,1,0,1
320477,NJ,2,1969,0,0,1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
321260,NJ,1,1984,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
321686,NJ,2,1983,0,0,1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
318549,NY,2,1990,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
319258,NJ,2,1994,1,0,0,0,0,0,0,-1,2.8,1,-2,-2,0,1,1,0,0
319719,NJ,2,1995,1,0,0,0,0,0,0,2013,3.6,1,-2,-2,2,1,1,0,1
320383,NJ,1,1977,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0
322076,NY,2,1987,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
319755,NJ,1,1994,1,0,0,0,0,0,0,-1,2.5,1,-2,-2,0,0,1,1,0
324957,NJ,2,1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,1,1,0,0
307618,NJ,2,1994,0,0,0,1,0,0,0,2012,3.06,1,-2,-2,0,0,0,1,1
319991,NJ,2,1995,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,0
304530,NJ,1,1992,0,0,0,1,0,0,0,-1,-1,2,15,12,0,0,0,0,0
319004,NJ,2,1994,-1,-1,-1,-1,-1,-1,-1,2013,4,1,-2,-2,0,0,0,1,1
316795,NJ,2,1995,1,0,0,0,0,0,0,2013,3.1,1,-2,-2,0,0,1,1,0
319725,NJ,1,1995,0,0,1,0,0,0,0,2010,-1,1,-2,-2,0,1,1,0,0
320425,NJ,1,1995,-1,-1,-1,-1,-1,-1,-1,-1,3.2,1,-2,-2,0,0,1,0,0
323401,NJ,2,1994,1,0,0,0,0,0,0,2012,3.6,1,-2,-2,0,0,1,0,1
321353,NJ,1,1995,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,1
316985,NJ,2,1994,1,0,0,0,0,0,0,2012,-1,1,-2,-2,0,1,1,0,1
320412,NJ,2,1974,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
321704,NJ,2,1976,0,0,0,1,0,0,0,-1,-1,2,0,0,0,0,0,0,0
323786,NJ,1,1993,0,0,1,0,0,0,0,2013,3.4,1,-2,-2,0,0,1,0,1
126039,NJ,1,1963,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
320481,NJ,1,1983,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
310843,NJ,2,1982,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
320008,NJ,2,1991,1,0,0,0,0,0,0,-1,-1,2,61,58,0,0,0,0,0
286460,NJ,1,1992,0,0,0,1,0,0,0,2010,2.3,1,-2,-2,0,1,1,0,0
291574,NJ,2,1992,0,0,0,0,0,1,0,2010,3.44,1,-2,-2,0,1,0,0,1
318985,NJ,2,1993,0,0,1,0,0,0,0,2013,2.9,1,-2,-2,0,0,0,1,0
35433,NJ,1,1993,0,0,0,0,0,0,1,-1,-1,2,12,12,0,0,0,0,0
316840,NJ,2,1993,0,0,1,0,0,0,0,2013,4,1,-2,-2,0,0,0,1,0
323409,NJ,2,1994,0,0,0,0,0,1,0,2013,2.84,1,-2,-2,0,1,0,0,1
317383,NJ,2,1995,0,0,0,0,0,1,0,2013,3.5,1,-2,-2,0,1,0,0,0
82498,NJ,1,1995,-1,-1,-1,-1,-1,-1,-1,2013,2.2,1,-2,-2,0,0,1,1,0
320075,NJ,1,1995,1,0,0,0,0,0,0,2013,2.64,1,-2,-2,0,1,1,0,0
323352,NJ,2,1995,1,0,0,0,0,0,0,2012,3.4,1,-2,-2,0,1,1,0,0
317726,NJ,1,1995,0,0,1,0,0,0,0,2013,-1,1,-2,-2,0,0,1,0,0
323339,NJ,2,1995,1,0,0,0,0,0,0,-1,2.7,1,-2,-2,0,1,1,0,1
319208,NJ,1,1995,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,0,1,0,0
316637,NJ,1,1995,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
317621,NJ,1,1995,0,0,0,1,0,0,0,-1,2.5,1,-2,-2,0,1,1,0,0
320535,NJ,2,1995,1,0,0,0,0,0,0,-1,-1,1,-2,-2,0,1,1,0,1
316673,NJ,2,1995,0,0,0,1,0,0,0,-1,-1,1,-2,-2,0,1,1,1,1
317112,NJ,1,1993,1,0,0,0,0,0,0,2013,3.5,1,-2,-2,0,1,1,0,0
317050,NJ,2,1995,1,0,0,0,0,0,0,-1,2.86,1,-2,-2,0,1,1,0,1
324293,NJ,2,1996,0,0,1,0,0,0,0,-1,-1,1,-2,-2,0,0,0,0,1
320735,NJ,1,1994,0,0,1,0,0,0,0,2013,2.7,1,-2,-2,0,1,1,0,0
318621,NJ,2,1958,0,0,0,0,0,1,0,-1,-1,2,18,18,0,0,0,0,0
324647,NJ,2,1970,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,-2,0,-1,-1,0,0
324908,NJ,2,1984,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,1,0
322592,NJ,2,1988,0,0,0,0,0,1,0,2013,2.36,1,-2,-2,0,1,1,0,0
293376,NJ,1,1987,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
318149,NJ,1,1991,1,0,0,0,0,0,0,2009,3.44,1,-2,-2,0,1,1,0,0
319192,NJ,2,1993,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,0,0,0,0
319400,NJ,2,1993,1,0,0,0,0,0,0,-1,2.9,1,-2,-2,0,1,0,0,1
318440,NJ,2,1995,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,0,1,1,0
322655,NJ,2,1995,1,0,0,0,0,0,0,2013,3.7,1,-2,-2,0,1,0,0,1
320612,NJ,2,1995,0,0,0,1,0,0,0,-1,3,1,-2,-2,0,1,1,0,0
320435,NJ,1,1995,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,1,1,0
320910,NJ,1,1995,1,0,0,0,0,0,0,2013,2.7,1,-2,-2,0,1,0,0,1
317070,NJ,1,1995,-1,-1,-1,-1,-1,-1,-1,2013,3.5,1,-2,-2,0,0,0,0,1
319497,NJ,2,1995,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,1,1,0,0
316312,NJ,2,1995,0,0,0,1,0,0,0,2013,2.56,1,-2,-2,0,1,1,0,0
322792,NJ,2,1995,-1,-1,-1,-1,-1,-1,-1,2013,3.1,1,-2,-2,0,1,1,0,0
44496,NJ,2,1995,1,0,0,0,0,0,0,2013,2.25,1,-2,-2,0,1,1,1,0
322222,NJ,1,1995,0,0,0,0,0,1,0,2013,2.5,1,-2,-2,0,1,1,0,0
312093,NJ,1,1995,0,0,0,0,0,1,0,2013,3.1,1,-2,-2,0,0,1,0,0
320528,NJ,1,1995,0,0,0,0,0,1,0,2013,3.5,1,-2,-2,0,1,1,0,0
318582,NJ,2,1995,1,0,0,0,0,0,0,2013,3.8,1,-2,-2,0,0,0,1,1
251449,NJ,2,1995,-1,-1,-1,-1,-1,-1,-1,-1,2.5,1,-2,-2,0,1,1,0,0
320700,NJ,1,1995,1,0,0,0,0,0,0,2013,3.2,1,-2,-2,0,1,1,0,0
319817,NJ,2,1994,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,0,1,1,0
319419,NJ,2,1995,1,0,0,0,0,0,0,2013,-1,1,-2,-2,0,1,1,0,0
317789,NJ,2,1995,0,0,0,0,0,1,0,2013,3.18,1,-2,-2,0,0,0,0,1
318050,NJ,2,1995,0,0,0,1,0,0,0,2013,2.7,1,-2,-2,0,1,1,0,0
324346,NJ,1,1995,0,0,0,0,0,1,0,2013,3.6,1,-2,-2,0,0,1,0,0
322991,NJ,2,1996,-1,-1,-1,-1,-1,-1,-1,2013,3.49,1,-2,-2,0,1,0,0,1
324384,NJ,1,1993,0,0,0,1,0,0,0,-1,-1,2,34,31,0,0,0,0,0
303984,NJ,1,1989,0,0,1,0,0,0,0,-1,-1,2,27,27,0,0,0,0,0
317638,NJ,1,1995,0,0,0,1,0,0,0,2013,-1,1,-2,-2,0,1,1,0,1
322519,NJ,2,1994,-1,-1,-1,-1,-1,-1,-1,2013,2.6,1,-2,-2,0,0,1,0,0
319754,NJ,1,1993,0,0,0,0,0,0,0,2010,2.5,1,-2,-2,0,0,1,0,0
320492,NJ,2,1980,0,0,0,0,0,1,0,-1,-1,2,0,0,0,0,0,0,0
295316,NJ,1,1990,0,0,0,0,0,1,0,2008,-1,1,-2,-2,0,1,1,0,0
324707,NJ,2,1991,0,0,0,0,0,1,0,-1,-1,1,-2,-2,0,-1,-1,0,0
323944,NJ,1,1986,1,0,0,0,0,0,0,2005,-1,1,-2,-2,0,1,1,0,0
321707,NJ,2,1984,1,0,0,0,0,0,0,-1,-1,2,0,0,0,0,0,0,0
301113,NJ,2,1992,0,0,1,0,0,0,0,-1,-1,2,22,19,0,0,0,1,0
