StudentID,Term,AcademicYear,LatestYear,CompleteDevMath,CompleteDevEnglish,Major1,Complete1,CompleteCIP1,TermGPA,CumGPA
303274,3,2014,15,-2,-2,52.0301,8,52,4,3.92
303275,1,2012,13,-2,-2,43.0199,0,-2,0,0
303286,3,2015,16,-2,-2,45.1101,7,45,2.5,2.73
303288,1,2011,12,-2,-2,0,0,-2,2.92,2.92
303290,3,2012,13,-2,-2,45.1001,0,-2,3.68,3.69
303298,3,2012,13,-2,-2,43.0199,0,-2,1.1,2.15
303300,3,2016,17,-2,-2,52.0201,8,52,3.15,2.68
303301,3,2011,12,0,1,52.0201,0,-2,0,1
303304,1,2011,12,-1,-1,40.0601,0,-2,4,4
303305,3,2013,14,-2,-2,43.0399,8,43,2.72,3.34
303306,3,2013,14,0,-2,23.0101,0,-2,1.5,3.12
303307,1,2014,15,-2,-2,52.0201,8,52,3,2.91
303313,3,2016,17,-1,-1,51,0,-2,4,4
303316,3,2016,17,0,0,43.0199,8,43,3.3,2.37
303346,1,2014,15,-2,-2,0,0,-2,4,2.96
303348,3,2011,12,-2,0,13.1202,0,-2,1.16,1.67
303351,1,2015,16,-2,-2,52.0301,8,52,2,3.2
303352,1,2016,17,-2,-2,52.0301,0,-2,0,3.33
303353,1,2011,12,-2,-2,52.1401,0,-2,3.42,3.42
303355,3,2013,14,-2,-2,0,0,-2,1.7,1.7
303357,1,2014,15,-2,-2,43.0199,0,-2,4,4
303358,3,2012,13,-2,-2,52.0301,8,52,3.73,3.29
303359,3,2013,14,-2,-2,52.0201,8,52,4,3.88
303364,1,2014,15,0,0,42.0101,0,-2,1.68,2.19
303371,3,2014,15,0,0,13.1202,0,-2,1.25,1.41
303374,1,2013,14,-2,-2,43.0199,8,43,4,3.64
303376,1,2016,17,-2,-2,45.1101,0,-2,3,1.85
303400,1,2014,15,-2,-2,45.1101,7,45,3.13,3.09
303401,3,2011,12,0,0,11.0101,0,-2,1.65,2.32
303402,3,2014,15,-2,0,11.0101,8,11,3.68,3.28
303403,3,2016,17,-1,-1,42.0101,0,-2,3.15,3.15
303406,1,2013,14,0,0,0,0,-2,0,1.55
303410,3,2013,14,-2,-2,51.3801,0,-2,3.3,2.75
303427,3,2011,12,-2,-2,52.0201,0,-2,1.5,1.94
303428,6,2015,16,-2,-2,52.0301,8,52,4,2.93
303431,3,2014,15,-2,-2,52.0301,0,-2,0,2.91
303432,3,2011,12,-2,-2,52.0201,0,-2,2.65,2.97
303433,1,2011,12,-2,-2,51.3801,0,-2,3,3
303435,1,2013,14,-2,-2,27.0101,0,-2,2.3,2.87
303437,3,2013,14,-2,-2,45.1101,7,45,3.25,2.87
303467,6,2012,13,-2,-2,51.3801,8,51,2.7,3.41
303478,6,2011,12,-2,-2,51.1699,8,51,3.9,3.77
303484,6,2011,12,-2,-2,51.1699,8,51,4,3.88
303486,3,2016,17,-2,-2,27.0101,7,27,4,3.19
303487,6,2012,13,-2,-2,51.3801,0,-2,1,3.06
303489,3,2015,16,-2,-2,51.3801,0,-2,1.8,3.28
303494,3,2013,14,-2,-2,51.3801,8,51,3.3,3.84
303496,6,2011,12,-2,-2,51.1699,8,51,4,3.97
303499,1,2011,12,1,1,52.0201,0,-2,0,0
303503,6,2011,12,-2,-2,51.1699,8,51,4,3.97
303537,6,2011,12,-2,-2,51.1699,8,51,3.9,3.87
303551,1,2013,14,-2,-2,52.0201,8,52,3.5,3.71
303559,6,2011,12,-2,-2,51.1699,8,51,3.9,3.72
303565,6,2011,12,-2,-2,51.1699,8,51,3.42,3.23
303569,6,2016,17,0,0,26.0101,8,26,4,2.69
303571,6,2011,12,-1,-1,23.0101,0,-2,4,3.95
303583,3,2012,13,-2,-2,11.0101,8,11,3.7,3.77
303584,1,2012,13,-2,-2,40.0501,0,-2,2.78,2.5
303585,1,2012,13,-2,-2,51.3801,0,-2,3.72,3.43
303587,3,2014,15,-2,-2,5.0207,0,-2,0.68,3.15
303588,6,2011,12,-2,-2,51.1699,8,51,4,3.84
303589,6,2016,17,-2,-2,51.3801,0,-2,3.3,2.95
303592,3,2012,13,-2,-2,52.0801,8,52,3.6,3.45
303593,1,2011,12,-2,-2,52.0301,0,-2,0,0
303595,1,2014,15,-2,-2,52.0301,8,52,3.7,3.79
303596,3,2012,13,-2,-2,52.0201,0,-2,3.33,3.39
303599,3,2016,17,-2,-2,52.0201,8,52,3.08,2.81
303601,6,2013,14,-2,-2,52.0801,8,52,4,3.45
303604,1,2011,12,-2,-2,54.0101,0,-2,3.35,3.35
303606,3,2012,13,-2,-2,23.0101,0,-2,0,1.31
303609,3,2012,13,-2,-2,40.0501,8,40,3.13,2.65
303615,6,2016,17,-2,-2,54.0101,0,-2,2.3,2.86
303622,3,2011,12,0,1,43.0399,0,-2,0,0.27
303629,1,2011,12,0,1,51.3801,0,-2,0,0
303632,3,2011,12,1,1,50.0901,0,-2,0,0
303640,6,2014,15,-2,-2,51.3801,8,51,3.3,3.24
303658,6,2011,12,-2,-2,51.1699,8,51,4,3.81
303669,1,2011,12,0,1,0,0,-2,0,0
303682,3,2011,12,0,0,0,0,-2,0,2.04
303692,3,2013,14,-2,-2,51.3801,0,-2,0,2.33
303695,6,2016,17,-2,-2,51.3801,8,51,4,3.39
303697,6,2013,14,-2,-2,51.3801,8,51,2,2.57
303699,6,2012,13,-2,-2,51.3801,0,-2,3.7,3.81
303703,6,2011,12,-2,-2,51.3801,8,51,4,4
303705,1,2012,13,-2,-2,51.3801,0,-2,3.6,3.82
303707,6,2012,13,-2,-2,51.3801,8,51,3.3,3.86
303709,3,2013,14,-2,-2,50.0701,0,-2,2.1,1.9
303710,3,2013,14,-2,-2,51.3801,0,-2,0,1.53
303711,3,2016,17,-2,-2,50.0701,0,-2,0,1.75
303717,3,2012,13,-2,-2,51.3801,0,-2,4,3.82
303722,6,2011,12,-2,-2,51.1699,8,51,4,3.82
303731,6,2013,14,-2,-2,51.3801,0,-2,2.3,3
303740,6,2014,15,-2,-2,51.3801,0,-2,4,3.94
303741,1,2012,13,-2,-2,51.3801,0,-2,0,1.82
303742,6,2016,17,-2,-2,51.3801,8,51,3.7,3.76
303749,3,2013,14,1,0,0,0,-2,0,1.75
303754,6,2011,12,-2,-2,51.3801,0,-2,2.4,3.4
303758,1,2012,13,-2,-2,52.0201,8,52,3.18,3.44
303759,6,2012,13,-2,-2,51.3801,8,51,3.82,3.93
303761,3,2013,14,-2,-2,51.3801,0,-2,4,3.6
303762,3,2015,16,-2,-2,51.3899,0,-2,3.8,3.45
303763,3,2012,13,-2,-2,51.3801,0,-2,3.7,3.85
303766,1,2012,13,-2,-2,51.3801,0,-2,3.74,3.79
303768,1,2013,14,0,0,52.0201,0,-2,0,1.62
303769,6,2016,17,0,0,26.0101,7,26,3.43,2.42
303775,3,2014,15,-2,-2,50.0701,0,-2,3.5,3.57
303776,1,2015,16,-2,-2,50.0901,0,-2,1.4,1.55
303786,3,2015,16,-2,-2,27.0101,7,27,3.85,2.84
303787,6,2012,13,-2,-2,51.3801,0,-2,3.35,3.31
303789,6,2012,13,-2,-2,51.3801,8,51,4,3.61
303791,1,2016,17,-2,-2,26.0101,0,-2,0,1.44
303796,3,2016,17,-2,-2,0,0,-2,0,2.69
303800,6,2012,13,-2,-2,51.3801,8,51,4,3.92
303801,3,2014,15,-2,-2,5.0207,7,5,2.23,3.07
303807,3,2011,12,-2,-2,45.1101,0,-2,1,1.54
303810,6,2011,12,-2,-2,51.1699,8,51,3.9,3.8
303812,3,2016,17,-2,-2,50.0701,0,-2,3.75,2.48
303817,3,2012,13,-2,-2,43.0199,8,43,3.66,3.08
303819,1,2012,13,1,1,0,0,-2,0,0.77
303823,6,2011,12,-2,-2,51.1699,8,51,4,3.89
303825,1,2013,14,1,0,0,0,-2,2.35,2.77
303828,3,2013,14,-2,-2,23.0101,7,23,3.85,3.59
303829,6,2011,12,-2,-2,51.1699,8,51,4,3.61
303841,3,2016,17,-2,-2,45.1101,7,45,3.75,3.35
303845,1,2011,12,-2,-2,51.3801,0,-2,3.43,3.43
303849,3,2011,12,-2,-2,0,0,-2,0,0
303853,3,2016,17,-2,-2,52.0301,8,52,4,3.88
303854,3,2011,12,-2,0,0,0,-2,3.78,3.78
303855,3,2016,17,-2,-2,0,0,-2,2.08,1.56
303856,1,2011,12,0,1,42.0101,0,-2,1.88,1.88
303858,3,2016,17,-2,-2,9.0101,7,9,3.35,3.34
303859,3,2012,13,-2,-2,43.0399,0,-2,4,3.79
303863,1,2011,12,-2,-2,13.1209,0,-2,3.77,3.77
303874,6,2011,12,-2,-2,51.1699,8,51,3.8,3.7
303895,6,2011,12,-2,-2,51.1699,8,51,3.57,3.38
303907,1,2014,15,-2,-2,23.0101,7,23,4,3.18
303909,3,2013,14,-2,-2,52.0201,0,-2,2.58,2.83
303913,3,2016,17,-2,-2,52.0301,0,-2,0,1.84
303914,1,2011,12,-2,-2,43.0399,0,-2,1,1
303915,3,2013,14,-2,-2,26.0101,0,-2,0,3.03
303921,1,2014,15,0,0,0,0,-2,0.75,1.91
303924,1,2016,17,-2,-2,26.0101,0,-2,2,2.83
303926,6,2012,13,-2,-2,52.1401,8,52,3,2.9
303930,1,2016,17,-2,-2,26.0101,0,-2,0,0
303932,1,2012,13,-2,-2,52.0201,0,-2,0.75,1.48
303937,6,2014,15,0,-2,27.0101,7,27,3.3,3.58
303941,1,2015,16,-2,-2,40.0601,8,40,3.44,3.77
303942,1,2014,15,-2,-2,42.0101,7,42,3.43,3.08
303959,1,2014,15,-2,-2,52.0201,0,-2,3.7,2.75
303960,1,2013,14,-2,-2,51.3801,0,-2,2.75,3.13
303961,3,2014,15,-2,-2,52.0201,8,52,3.33,2.87
303962,3,2014,15,-2,-2,23.0101,0,-2,0,1.86
303963,6,2016,17,-2,-2,52.0801,8,52,3.3,3
303964,1,2011,12,-2,-2,0,0,-2,2.15,2.15
303968,3,2013,14,-2,-2,0,0,-2,3.39,3.23
303972,3,2014,15,-2,-2,13.1209,0,-2,0.5,1.37
303980,1,2012,13,0,-2,52.1401,0,-2,0,2.19
303984,3,2013,14,-2,-2,50.0701,0,-2,2.1,2.18
303987,3,2014,15,-2,-2,9.0101,0,-2,2.28,2.8
303988,1,2013,14,-2,-2,23.0101,7,23,4,3.46
303991,6,2014,15,-2,-2,-1,0,-2,3.3,3.65
303995,6,2013,14,-2,-2,43.0199,8,43,1.7,3.06
304000,1,2011,12,0,-2,0,0,-2,0,0
304007,3,2016,17,-2,-2,23.0101,0,-2,2.35,1.92
304018,6,2013,14,-2,-2,52.0301,0,-2,4,3.91
304021,1,2011,12,0,0,50.0701,0,-2,1,1
304026,1,2016,17,-2,-2,45.1001,7,45,2.8,2.67
304027,1,2012,13,-2,-2,52.0201,0,-2,3.15,3.15
304030,3,2015,16,-2,0,23.0101,7,23,3.7,3.43
304034,3,2011,12,1,-2,52.0201,0,-2,0,0.7
304037,1,2016,17,0,0,52.1401,0,-2,2,2.71
304044,1,2015,16,0,-2,42.0101,7,42,3.68,3.46
304046,1,2016,17,-2,-2,52.0301,8,52,3.08,3.52
304073,1,2014,15,1,0,43.0199,0,-2,1.13,1.19
304075,3,2014,15,0,1,50.0701,0,-2,1.96,1.96
304086,6,2012,13,-2,-2,11.0101,8,11,4,2.87
304087,3,2012,13,-2,-2,43.0399,8,43,3.11,3.75
304088,6,2016,17,-2,-2,52.0201,0,-2,4,3.59
304091,6,2016,17,0,0,26.0101,0,-2,0.99,2.18
304097,3,2011,12,1,0,0,0,-2,0,3
304101,6,2014,15,-2,-2,51.3801,0,-2,2.7,3.04
304102,3,2015,16,-2,-2,51.3801,0,-2,0,2.43
304103,6,2016,17,-2,-2,26.0101,0,-2,1,2.46
304108,6,2012,13,-2,-2,51.3801,0,-2,0,3.5
304109,6,2013,14,-2,-2,51.3801,8,51,3.3,3.39
304114,3,2013,14,-2,-2,51.3801,8,51,4,3.4
304116,3,2012,13,-2,-2,51.3801,0,-2,1.85,2.94
304124,6,2013,14,-2,-2,51.3801,8,51,4,3.97
304125,1,2013,14,-2,-2,51.3801,0,-2,3.8,3.66
304126,6,2012,13,-2,-2,51.3801,0,-2,3.7,3.11
304128,3,2012,13,-2,-2,52.0301,8,52,3.58,3.51
304129,3,2012,13,-2,-2,43.0203,0,-2,3.65,3.77
304131,3,2012,13,-2,-2,51.3801,0,-2,3.33,3.33
304135,3,2013,14,-2,-2,50.0701,7,50,3.58,3.69
304137,3,2013,14,-2,-2,26.0101,7,26,3.52,3.2
304138,1,2014,15,-2,-2,26.0101,8,26,3,3.58
304139,3,2015,16,-2,-2,26.0101,0,-2,0,1.01
304141,3,2016,17,-2,-2,52.0301,0,-2,4,3.1
304143,3,2012,13,-2,0,40.0801,0,-2,3.94,3.86
304148,1,2014,15,-2,-2,43.0199,0,-2,4,3.81
304150,3,2014,15,-2,-2,52.0201,8,52,3.23,3.43
304152,6,2012,13,-2,-2,51.3801,8,51,3.3,3.85
304160,1,2016,17,-2,-2,43.0399,0,-2,3.95,3.87
304170,6,2016,17,-2,-2,43.0199,8,43,3.7,2.89
304172,6,2013,14,-2,-2,51.3801,0,-2,3.7,3.71
304177,3,2012,13,0,0,26.0101,0,-2,0.5,1.76
304189,1,2015,16,-2,-2,51.3801,0,-2,0,2.44
304194,6,2013,14,-2,-2,51.3801,8,51,4,3.58
304208,6,2012,13,-2,-2,43.0199,0,-2,3.5,3.19
304209,6,2016,17,-2,-2,52.0201,8,52,4,2.53
304216,1,2015,16,-2,-2,26.0101,7,26,2.3,2.49
304217,3,2013,14,-2,-2,0,0,-2,0.68,0.34
304218,6,2014,15,-2,-2,16.0905,0,-2,3.3,2.93
304219,3,2013,14,-2,-2,23.0101,7,23,3.15,3.07
304220,3,2014,15,-2,-2,27.0101,7,27,3.55,3.47
304223,3,2015,16,-2,-2,52.0201,8,52,3.6,2.56
304227,1,2011,12,-2,-2,45.1101,0,-2,2.27,2.27
304244,1,2016,17,0,0,52.0201,8,52,3.77,3.31
304245,1,2014,15,-2,-2,50.0701,0,-2,2.98,3
304246,3,2011,12,-2,-2,51.3801,0,-2,3.83,3.45
304247,6,2015,16,0,-2,52.0201,8,52,3.5,2.9
304249,3,2013,14,0,-2,50.0701,7,50,3.94,3.45
304252,3,2012,13,-2,-2,52.0201,0,-2,3.68,3.07
304254,1,2013,14,-2,-2,51.3801,0,-2,3,3.56
304257,3,2014,15,-2,-2,43.0399,8,43,3.3,3.08
304259,3,2013,14,-2,-2,43.0199,8,43,3,2.63
304261,3,2016,17,-2,-2,26.0101,0,-2,2.39,2.77
304263,3,2012,13,-2,-2,51.3801,8,51,3.7,3.96
304266,3,2013,14,-2,-2,43.0199,8,43,3.08,2.55
304268,3,2014,15,-2,-2,26.0101,8,26,3.26,3.04
304271,3,2012,13,0,0,43.0199,0,-2,1.75,1.87
304274,1,2014,15,1,0,42.0101,0,-2,0,2.19
304276,3,2011,12,-2,-2,26.0101,0,-2,0.57,1.92
304277,1,2011,12,-2,-2,0,0,-2,4,4
304279,1,2013,14,-2,-2,52.0801,8,52,3.15,3.2
304280,1,2012,13,1,0,52.0301,0,-2,2,2
304286,3,2012,13,-2,-2,43.0199,0,-2,3.34,3.54
304287,1,2016,17,-2,-2,52.0201,8,52,3.75,2.94
304290,1,2012,13,-2,-2,45.1101,7,45,3.18,3.44
304291,1,2014,15,0,0,26.0101,0,-2,2,2
304294,1,2015,16,-2,-2,51.3801,0,-2,3,3.07
304298,3,2014,15,-2,-2,51,8,51,3,3.38
304310,1,2016,17,-2,0,43.0199,0,-2,0,1.74
304311,3,2011,12,0,1,0,0,-2,0,0
304313,6,2011,12,-2,-2,43.0203,0,-2,0,0.42
304316,1,2013,14,-2,-2,43.0199,8,43,2.88,3.11
304317,3,2011,12,-2,-2,16.0905,0,-2,3,3
304321,6,2013,14,-2,-2,51.3801,0,-2,3.3,3.53
304322,6,2014,15,-2,-2,51.3801,8,51,2.3,2.48
304333,6,2013,14,-2,-2,52.0301,8,52,3.7,3.97
304336,3,2011,12,1,1,50.0701,0,-2,2.44,3.06
304338,1,2016,17,0,0,40.0601,0,-2,2.54,2.3
304344,3,2011,12,0,-2,0,0,-2,0,0
304345,3,2016,17,-2,0,52.0801,0,-2,3.43,3.28
304354,6,2016,17,0,0,26.0101,0,-2,1.57,3.02
304361,6,2016,17,-2,-2,45.1101,7,45,3.7,2.95
304370,3,2016,17,-2,-2,11.0101,0,-2,3.15,2.32
304379,3,2016,17,0,0,50.0901,0,-2,2.5,2.54
304381,3,2016,17,0,0,26.0101,7,26,3.52,3.13
304394,1,2016,17,-2,-2,51.3801,0,-2,3.43,3.43
304401,3,2016,17,0,-2,52.0301,8,52,4,3.42
304408,3,2016,17,-2,0,42.0101,7,42,3.95,3.43
304417,3,2013,14,-2,-2,40.0801,0,-2,2.79,3.14
304418,1,2013,14,-2,-2,52.0301,0,-2,3.7,3.84
304419,3,2011,12,-2,-2,51.3801,0,-2,3.43,3.43
304420,3,2014,15,-2,-2,52.0201,8,52,3,3.01
304423,6,2013,14,-2,-2,51.3801,8,51,2.7,3.58
304426,3,2011,12,-2,-2,51.3801,0,-2,3.15,3.15
304428,3,2012,13,-2,-2,13.1202,0,-2,1.18,1.2
304431,6,2016,17,-2,-2,26.0101,0,-2,3.7,3
304434,3,2011,12,-2,-2,40.0801,0,-2,2.37,2.59
304435,3,2011,12,-2,-2,13.1202,0,-2,1.9,1.9
304440,1,2011,12,-2,-2,51.3801,0,-2,3.8,3.8
304441,3,2013,14,-2,-2,51.3801,8,51,4,3.51
304450,3,2011,12,1,0,40.0801,0,-2,1.25,1.63
304457,3,2012,13,-2,-2,0,0,-2,2.66,2.75
304462,6,2016,17,-2,-2,51.3899,8,51,3.9,3.85
304464,3,2013,14,1,0,13.1209,0,-2,0,2.44
304465,3,2011,12,-2,-2,50.0901,0,-2,0,1.2
304466,6,2012,13,-2,-2,45.1101,7,45,2,3.18
304467,3,2014,15,-2,-2,52.0201,8,52,3.67,3.5
304468,6,2012,13,-2,-2,51.3801,0,-2,0,3.28
304487,3,2014,15,-2,0,0,0,-2,3.4,3.49
304501,3,2013,14,0,0,52.0301,0,-2,1.94,2.28
304504,1,2013,14,0,-2,0,0,-2,2.58,2.41
304520,3,2012,13,-2,-2,52.0201,8,52,3.12,3.28
304521,1,2013,14,-2,-2,23.0101,0,-2,2.96,2.9
304524,1,2011,12,-2,-2,51.3801,0,-2,4,4
304525,1,2013,14,-2,-2,51.3801,8,51,4,3.69
304526,6,2012,13,-2,-2,43.0199,8,43,3.67,3.45
304530,1,2015,16,-2,-2,51,0,-2,3.13,2
304531,1,2011,12,-2,-2,51.3801,0,-2,1.85,1.85
304534,3,2015,16,-2,-2,45.1101,0,-2,4,4
304535,3,2012,13,-2,-2,26.0101,0,-2,3.1,3.15
304538,3,2013,14,-2,-2,54.0101,7,54,3.65,3.14
304539,3,2013,14,-2,-2,13.1209,0,-2,0,2.85
304547,3,2014,15,-2,-2,23.0101,7,23,3.74,3.83
304552,3,2016,17,-2,-2,26.0101,0,-2,3.62,2.94
304554,1,2011,12,-2,-2,52.1401,0,-2,0,0
304560,3,2013,14,-2,-2,42.0101,7,42,3.12,3.07
304565,6,2013,14,-2,0,0,0,-2,3.7,1.12
304567,3,2013,14,-2,-2,16.0905,0,-2,4,4
304571,3,2015,16,-2,-2,54.0101,0,-2,1.6,2.1
304572,6,2011,12,-2,-2,52.0201,0,-2,0,2.73
304578,3,2014,15,-2,-2,43.0199,8,43,3.25,3.01
304579,1,2013,14,-2,-2,23.0101,7,23,2.68,2.86
304583,1,2013,14,-2,-2,43.0199,0,-2,0,0.25
304584,1,2013,14,-2,-2,26.0101,7,26,4,3.99
304586,1,2012,13,-2,-2,54.0101,0,-2,0,1.42
304587,1,2011,12,-2,-2,51.3801,0,-2,3.15,3.15
304588,1,2013,14,-2,-2,52.0201,0,-2,0,2.6
304591,1,2014,15,-2,-2,11.0101,8,11,2.37,3.01
304592,3,2012,13,-2,-2,42.0101,0,-2,3.3,2.81
304593,1,2012,13,-2,-2,11.0101,0,-2,3.52,2.56
304596,1,2013,14,-2,-2,52.0801,8,52,3.5,2.87
304598,3,2011,12,0,1,0,0,-2,2.3,2.38
304601,6,2012,13,-2,-2,52.0201,0,-2,0,2.84
304604,3,2015,16,-2,-2,50.0701,7,50,3.14,3.68
304605,6,2012,13,-2,-2,51.3801,8,51,3.46,3.24
304607,1,2012,13,1,0,26.0101,0,-2,1.87,2.47
304610,6,2014,15,-2,-2,11.0101,8,11,4,4
304613,3,2012,13,-2,-2,43.0203,0,-2,1.35,3.11
304614,3,2013,14,-2,-2,23.0101,7,23,1.33,2.74
304615,6,2016,17,-2,-2,51.3801,8,51,2.3,3.85
304617,3,2011,12,-2,-2,45.1101,0,-2,0,1.4
304630,3,2014,15,-2,-2,26.0101,8,26,3.55,3.47
304632,1,2014,15,0,-2,45.0601,7,45,3.82,3.61
304634,6,2015,16,-2,-2,9.0101,0,-2,3.3,2.41
304642,1,2013,14,-2,-2,52.0201,8,52,3.93,3.53
304648,3,2012,13,0,0,0,0,-2,0,1.03
304650,3,2015,16,-2,-2,26.0101,0,-2,1.7,2.54
304651,3,2014,15,-2,-2,5.0207,7,5,3.86,3.89
304663,1,2013,14,0,-2,54.0101,0,-2,0.75,1.93
304664,3,2013,14,-2,-2,43.0199,8,43,2.93,3.05
304674,3,2015,16,-2,-2,16.0905,0,-2,2,2.61
304680,3,2013,14,-2,-2,23.0101,0,-2,0,1.45
304683,3,2011,12,-2,-2,0,0,-2,2,2.28
304688,6,2016,17,-2,-2,26.0101,0,-2,2,2.05
304692,1,2012,13,-2,-2,45.1101,0,-2,3.7,3.23
304699,3,2011,12,0,-2,52.0201,0,-2,0,0
304701,1,2011,12,-1,-1,51,0,-2,3.85,3.85
304702,3,2015,16,0,0,42.0101,7,42,4,2.71
304706,3,2013,14,0,0,43.0199,0,-2,3.65,3.29
304707,3,2016,17,-2,-2,38.0101,0,-2,3.14,2.31
304711,3,2015,16,-2,-2,52.0201,8,52,3.48,3.21
304714,3,2013,14,-2,-2,43.0399,0,-2,0,3.74
304715,3,2013,14,-2,-2,5.0207,7,5,4,3.75
304722,6,2015,16,-2,-2,40.0601,7,40,4,2.67
304723,3,2011,12,-2,-2,51,0,-2,3.35,3.5
304725,3,2013,14,-2,-2,23.0101,7,23,2.26,2.69
304728,3,2011,12,-2,-2,51.3801,0,-2,1.58,1.33
304729,1,2012,13,0,1,0,0,-2,0.43,0.64
304734,1,2012,13,1,0,43.0199,0,-2,0.3,0.51
304735,1,2013,14,-2,-2,43.0199,0,-2,3.83,3.57
304736,3,2014,15,-2,-2,50.0701,0,-2,3.29,3.66
304738,3,2014,15,-2,-2,26.0101,0,-2,2,2.36
304740,3,2014,15,-2,-2,50.0901,7,50,4,3.74
304741,1,2016,17,0,0,45.1101,0,-2,3.6,3.09
304742,3,2011,12,1,-2,50.0701,0,-2,0,0
304743,3,2011,12,-2,-2,45.0601,0,-2,3,3
304744,1,2013,14,-2,-2,26.0101,7,26,3.4,3.1
304749,1,2011,12,-2,-2,11.0101,0,-2,0,0
304752,1,2013,14,-2,-2,52.0301,8,52,2.58,2.89
304753,3,2013,14,-1,-1,0,0,-2,4,4
304755,6,2016,17,-2,-2,51.3801,0,-2,2.7,2.84
304766,3,2013,14,-2,-2,42.0101,7,42,2.94,3.04
304768,6,2012,13,-1,-1,27.0101,7,27,4,3.21
304779,3,2014,15,0,0,43.0399,8,43,3.83,3.69
304782,3,2012,13,-2,-2,52.0801,8,52,3.23,3.5
304785,1,2012,13,1,0,43.0199,0,-2,1.25,1.82
304791,3,2011,12,-2,-2,51.3801,0,-2,4,4
304792,6,2013,14,-2,-2,51.3801,0,-2,2.7,3.68
304793,3,2012,13,-2,-2,27.0101,7,27,2.93,3.51
304795,3,2013,14,-2,-2,43.0199,8,43,2.95,3.18
304796,3,2013,14,-2,-2,50.0701,0,-2,4,3.55
304797,3,2012,13,-2,-2,51.3801,8,51,3,3.59
304799,6,2011,12,-2,-2,51.3801,8,51,3.58,3.6
304804,3,2012,13,0,1,50.0701,0,-2,1.2,0.66
304806,3,2013,14,-2,-2,51.3801,0,-2,4,4
304807,3,2016,17,-2,-2,13.1209,0,-2,2.73,1.89
304809,1,2013,14,-2,-2,16.0905,0,-2,2.5,3.5
304814,1,2014,15,-2,-2,23.0101,0,-2,0,0
304816,3,2012,13,0,-2,52.0301,8,52,2.85,2.79
304818,3,2011,12,-2,-2,13.1202,0,-2,0,0.5
304823,3,2013,14,-2,-2,52.0801,0,-2,3,2.72
304825,1,2012,13,-2,-2,43.0199,0,-2,3.7,3.7
304831,1,2015,16,0,-2,51,0,-2,3,2.69
304833,3,2015,16,-2,-2,26.0101,8,26,2.95,3.05
304834,1,2015,16,-2,-2,51.3801,8,51,3.88,3.64
304837,3,2012,13,-2,-2,52.0201,8,52,3.75,3.66
304839,3,2011,12,-2,-2,0,0,-2,2,3
304840,3,2013,14,-2,-2,50.0701,7,50,3.89,3.55
304844,1,2011,12,-2,-2,23.0101,0,-2,3.5,3.5
304846,3,2014,15,-2,-2,43.0199,0,-2,2.57,2.46
304849,1,2011,12,-1,-1,51,0,-2,4,4
304854,1,2011,12,-1,-1,45.0601,0,-2,2.56,2.56
304858,1,2015,16,-2,-2,11.0101,0,-2,0,0
304862,1,2015,16,-2,-2,43.0199,0,-2,2.8,2.23
304864,1,2012,13,-2,-2,52.0201,0,-2,0,1.16
304879,1,2011,12,-2,-2,51.3801,0,-2,4,4
304902,3,2014,15,-2,-2,52.0201,8,52,2.7,3.34
304903,3,2011,12,-2,-2,51.3801,0,-2,0,0
304905,3,2015,16,0,0,52.0201,8,52,3,3.25
304908,1,2012,13,-2,-2,43.0199,0,-2,4,3.5
304909,1,2015,16,-2,0,27.0101,7,27,3.7,3.39
304911,3,2014,15,-2,-2,0,0,-2,2,2.77
304918,6,2012,13,-2,-2,51.3801,0,-2,2.7,3.84
304926,3,2013,14,-2,-2,45.1001,7,45,3.91,3.84
304933,1,2014,15,-1,-1,43.0203,0,-2,1,2.07
304934,3,2011,12,0,1,50.0701,0,-2,2.98,3.25
304935,3,2014,15,-2,-2,50.0901,7,50,4,3.5
304936,3,2012,13,-2,-2,52.0201,0,-2,0,2.43
304937,3,2012,13,-2,-2,51.3801,0,-2,4,4
304938,1,2013,14,-2,-2,43.0199,0,-2,0,0.68
304940,3,2011,12,1,1,51.0999,0,-2,2,2.34
304941,1,2011,12,-1,-1,51,0,-2,3.7,3.7
304946,3,2013,14,-2,-2,52.0301,8,52,3.85,3.59
304950,3,2014,15,-2,-2,9.0101,7,9,4,3.21
304952,3,2012,13,-2,-2,13.1202,0,-2,2,1.8
305042,3,2011,12,0,0,0,0,-2,2.2,2.45
305044,3,2011,12,0,0,0,0,-2,0,0.28
305045,6,2014,15,0,-2,52.0301,8,52,4,3.85
305049,6,2011,12,-2,-2,51.3801,8,51,4,4
305051,3,2013,14,-2,-2,52.0201,8,52,3.7,3.2
305059,3,2014,15,-2,-2,52.0301,8,52,3.38,3.39
305079,3,2015,16,-2,-2,42.0101,7,42,3.9,3.59
305081,3,2012,13,-2,-2,0,0,-2,3.3,3.3
305084,3,2014,15,-2,-2,52.0201,8,52,4,3.99
305085,3,2012,13,-2,-2,43.0399,0,-2,4,4
305093,3,2016,17,-2,-2,26.0101,7,26,3.06,2.84
305094,3,2011,12,-2,1,0,0,-2,1.1,1.55
305098,1,2015,16,-2,-2,45.1101,0,-2,0.5,2.6
305100,1,2012,13,-2,-2,54.0101,0,-2,0,1.94
305101,1,2014,15,-1,-1,0,0,-2,3.3,3.65
305107,6,2011,12,-2,-2,51.3801,0,-2,2.85,3.5
305113,1,2013,14,-2,-2,50.0701,0,-2,3.7,3.49
