studentid,RecentYear,AcademicYear,term,Cohort,CompleteDevMath,CompleteDevEnglish,Major1,Major2,complete1,complete2,completeCIP1,completeCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,City,state,Zip,RegistrationDate,Gender,BirthYear,Hispanic,AmericanIndian,Asian,Black,NativeHawaiian,White,TwoOrMoreRace,HSDip,HSDipYr,HSGPAUnwtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus
280841,16,2013-14,1,2013-14,-2,-2,51,-1,0,0,-2,-2,-1,6,3.94,3.94,"Jersey City",NJ,7307,20130409,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,35,35,-1,0,0,0,0,0
280850,17,2013-14,3,2013-14,-2,-2,13.1202,-1,0,0,-2,-2,-1,6,3.4,3.4,"Jersey City",NJ,7306,20130716,2,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,92,71,-1,0,0,0,0,0
280978,12,2011-12,1,2011-12,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,0.92,0.92,"Jersey City",NJ,7306,20110829,2,1990,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,42,27,-1,0,0,0,1,0
281054,17,2014-15,3,2014-15,0,1,0,-1,0,0,-2,-2,-1,6,2.88,2.88,"Jersey City",NJ,7305,20140908,1,1991,0,0,1,0,0,0,0,1,2009,2.5,-1,0,1,-2,-2,-2,0,1,1,0,0
281071,15,2013-14,1,2012-13,-2,-2,26.0101,40,0,0,-2,-2,-1,6,2.1,2.55,"Jersey City",NJ,7306,20121023,2,1990,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,64,64,-1,0,0,0,0,0
281088,15,2012-13,1,2012-13,1,1,26.0101,-1,0,0,-2,-2,-1,6,0.3,0.3,"Jersey City",NJ,7304,20120703,2,1994,0,0,1,0,0,0,0,1,2012,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
281090,15,2014-15,3,2014-15,-2,1,26.0101,-1,0,0,-2,-2,-1,6,3.18,3.18,"Jersey City",NJ,7304,20140520,1,1995,0,0,1,0,0,0,0,1,2013,3.1,-1,0,1,-2,-2,-2,0,0,1,0,0
281128,17,2011-12,3,2011-12,0,-2,0,-1,0,0,-2,-2,-1,6,3.03,3.03,Weehawken,NJ,7047,20110906,1,1990,1,0,0,0,0,0,0,1,2009,-1,-1,0,2,0,0,-1,0,1,0,0,0
281130,15,2014-15,6,2014-15,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.22,0.84,"Jersey City",NJ,7304,20140521,2,1989,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,86,66,-1,2,0,0,0,0
281165,17,2015-16,6,2015-16,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.85,3.13,"Jersey City",NJ,7304,20150506,2,1969,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,70,63,-1,2,0,0,0,0
281217,17,2012-13,3,2012-13,-2,-2,51,-1,0,0,-2,-2,-1,6,2.47,2.47,Harrison,NJ,7032,20120711,1,1989,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,43,31,-1,0,0,0,0,0
281262,16,2015-16,1,2014-15,-2,-2,26.0101,-1,7,0,26,-2,-1,6,3.7,3.91,Bayonne,NJ,7002,20141217,2,1975,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,-1,96,-1,2,0,0,0,0
281263,13,2012-13,3,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,1.33,1.33,"Jersey City",NJ,7112,20120124,2,1977,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,76,66,-1,2,0,0,0,0
281327,14,2011-12,3,2011-12,-2,-2,13.1202,-1,0,0,-2,-2,-1,6,3.15,3.15,Guttenberg,NJ,7093,20110606,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,73,66,-1,2,0,0,0,0
281368,15,2011-12,3,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,3.55,3.55,"North Bergen",NJ,7047,20110810,2,1990,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,55,44,-1,0,0,0,1,0
281387,15,2013-14,6,2013-14,-2,-2,52.0201,52,0,0,-2,-2,-1,6,2.68,2.67,Union,NJ,7083,20130723,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,101,48,-1,2,0,0,0,0
281395,17,2015-16,3,2015-16,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7304,20150326,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,61,54,-1,2,0,0,0,0
281440,13,2012-13,1,2012-13,-2,1,43.0203,-1,0,0,-2,-2,-1,6,2.67,2.67,"Union City",NJ,7087,20120709,1,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,1,-2,-2,-2,0,0,1,1,0
281502,17,2015-16,6,2015-16,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,2.87,2.15,"Union City",NJ,7087,20150624,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,52,32,-1,0,0,0,1,0
281519,12,2011-12,1,2011-12,0,1,40.0801,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7305,20110628,1,1991,1,0,0,0,0,0,0,1,2009,2.5,-1,0,1,-2,-2,-2,0,1,1,0,0
281544,12,2011-12,3,2011-12,1,1,26.0101,-1,0,0,-2,-2,-1,6,0,0,Irvington,NJ,7111,20120112,2,1990,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,47,11,-1,0,1,1,0,0
281773,12,2011-12,1,2011-12,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,0,0,Wayne,NJ,7470,20110901,1,1989,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,116,66,-1,0,0,0,0,0
281824,16,2013-14,1,2012-13,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.51,3.43,"East Orange",NJ,7108,20121127,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,82,69,-1,2,0,0,0,0
281903,17,2016-17,3,2016-17,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2,2,"Jersey City",NJ,7307,20160714,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,89,66,-1,0,0,0,0,0
281909,17,2016-17,6,2015-16,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2,2.5,"Jersey City",NJ,7304,20160106,1,1979,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,49,49,-1,0,0,0,0,0
281935,17,2016-17,3,2016-17,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,3.33,3.32,Bayonne,NJ,7002,20160628,1,1990,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,95,72,-1,0,0,0,0,0
281957,14,2012-13,1,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,1.67,2.05,"Long Branch",NJ,7740,20110122,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,54,43,-1,0,0,0,0,0
281963,12,2011-12,1,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,3.57,3.57,Lakewood,NJ,7087,20110823,1,1971,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,89,67,-1,2,0,0,1,0
281977,14,2012-13,3,2012-13,-2,-2,16.0905,-1,0,0,-2,-2,-1,6,3.85,3.85,Clifton,NJ,7013,20120823,2,1970,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,0,0,-1,0,0,0,0,0
281991,16,2014-15,3,2013-14,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,3.75,3.87,Englishtown,NJ,7726,20131022,1,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,85,70,-1,2,0,0,0,0
282023,14,2011-12,3,2011-12,-2,0,26.0101,-1,0,0,-2,-2,-1,6,4,4,Bayonne,NJ,7002,20110503,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,61,61,-1,2,0,1,0,0
282115,13,2011-12,3,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,3.12,3.12,Harrison,NJ,7029,20110823,2,1987,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,120,75,-1,0,0,0,0,0
282134,17,2012-13,3,2012-13,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,2,2,Guttenberg,NJ,7093,20120722,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,50,50,-1,0,0,0,0,0
282184,14,2011-12,6,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,3.06,3.06,"West New York",NJ,7093,20110802,2,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,80,57,-1,2,0,0,0,0
282186,17,2012-13,1,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,4,Maplewood,NJ,7302,20120626,2,1973,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,123,79,-1,0,0,0,0,0
282187,14,2011-12,3,2011-12,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.1,3.1,"North Bergen",NJ,7047,20110621,2,1981,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,74,66,-1,2,0,0,0,0
282244,14,2012-13,1,2012-13,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.26,2.26,Fairview,NJ,7047,20120904,2,1990,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,70,66,-1,0,0,0,0,0
282247,15,2012-13,3,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,1.9,1.9,"Jersey City",NJ,7305,20120628,2,1983,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,44,61,-1,0,0,0,0,0
282262,17,2015-16,3,2015-16,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3.48,3.47,"Jersey City",NJ,7306,20150514,2,1990,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,68,65,-1,2,0,0,0,0
282295,12,2011-12,1,2011-12,-1,-1,0,-1,0,0,-2,-2,-1,6,4,4,"Jersey City",NJ,7305,20110901,1,1974,0,0,0,0,0,1,0,1,-1,2.43,-1,0,1,-2,-2,-2,0,-1,-1,0,0
282378,17,2013-14,1,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.2,3.2,"Union City",NJ,7087,20130827,1,1985,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,20,20,-1,0,0,0,0,0
282404,13,2012-13,1,2011-12,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,0,2,"Jersey City",NJ,7002,20120106,2,1990,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,51,43,-1,0,0,0,0,0
282416,17,2015-16,6,2015-16,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,4,4,Montclair,NJ,7043,20150825,1,1980,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,86,66,-1,2,0,0,0,0
282421,15,2013-14,3,2013-14,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.15,3.15,"Jersey City",NJ,7305,20130716,2,1978,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,88,76,-1,0,0,0,0,0
282426,13,2012-13,1,2012-13,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0,0,Dover,NJ,7801,20120510,2,1987,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,85,66,-1,0,0,0,0,0
282474,15,2012-13,3,2012-13,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.87,2.86,"Jersey City",NJ,7307,20120731,1,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,61,61,-1,0,0,0,0,0
282486,16,2011-12,3,2011-12,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.35,2.35,Fairview,NJ,7022,20110526,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,35,22,-1,0,0,0,1,0
282492,15,2014-15,6,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.98,3.98,"Jersey City",NJ,7307,20140617,2,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,113,96,-1,0,0,0,0,0
282500,17,2015-16,6,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.8,3.67,Howell,NJ,7731,20150519,2,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,91,82,-1,2,0,0,0,0
282521,14,2011-12,3,2011-12,-2,-2,40.0501,-1,0,0,-2,-2,-1,6,3.42,3.42,"Jersey City",NJ,7305,20110502,2,1992,0,0,1,0,0,0,0,1,2010,-1,-1,0,2,28,28,-1,0,0,0,0,0
282524,17,2013-14,1,2013-14,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,0,Bayonne,NJ,7002,20130827,2,1992,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,86,70,-1,2,0,0,0,0
282619,16,2012-13,1,2012-13,-2,-2,0,-1,0,0,-2,-2,-1,6,3.37,3.36,Bayonne,NJ,7306,20120626,1,1984,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,96,90,-1,0,0,0,0,0
282640,12,2011-12,3,2011-12,0,0,9.0101,-1,0,0,-2,-2,-1,6,2.75,2.75,"Jersey City",NJ,7305,20110713,2,1991,-1,-1,-1,-1,-1,-1,-1,1,2010,3.2,-1,0,1,-2,-2,-2,0,1,1,0,0
282658,17,2016-17,6,2015-16,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.85,3.85,"Scotch Plains",NJ,7076,20151217,2,1986,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,-1,96,-1,3,0,0,0,0
282665,13,2011-12,1,2011-12,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.22,3.22,"Jersey City",NJ,7305,20110711,2,1988,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,95,66,-1,0,0,0,0,0
282707,17,2014-15,1,2014-15,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,3.09,3.06,"Union City",NJ,7087,20140617,2,1982,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,123,66,-1,0,0,0,0,0
282730,17,2015-16,3,2015-16,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.74,2.28,Bayonne,NJ,7002,20150508,2,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,16,13,-1,0,1,1,0,1
282845,17,2012-13,1,2011-12,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,4,3.88,"Jersey City",NJ,7305,20111214,1,1967,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,80,62,-1,0,0,0,0,0
282871,16,2015-16,3,2015-16,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.25,2.25,"Jersey City",NJ,7305,20151215,2,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,80,66,-1,2,0,0,0,0
282953,12,2011-12,6,2011-12,-2,-2,0,-1,0,0,-2,-2,-1,6,3.2,3.2,"Union City",NJ,7087,20110517,1,1977,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,54,64,-1,0,0,0,0,0
283028,15,2011-12,6,2011-12,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2.65,2.65,"Jersey City",NJ,7306,20110821,1,1982,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,-1,96,-1,0,0,0,0,0
283200,13,2012-13,3,2012-13,0,0,0,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7306,20121214,1,1983,0,0,0,1,0,0,0,-1,-1,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
283220,16,2015-16,3,2015-16,-2,-2,13.1001,-1,0,0,-2,-2,-1,6,2.43,2.42,"North Bergen",NJ,7047,20150116,2,1989,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,80,62,-1,0,0,0,0,0
283298,17,2014-15,3,2014-15,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,2.77,2.76,"Jersey City",NJ,7305,20140626,2,1991,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,66,49,-1,2,0,0,0,0
283300,12,2011-12,1,2011-12,-1,-1,51.3899,-1,0,0,-2,-2,-1,6,3.7,3.7,"East Orange",NJ,7017,20110825,1,1954,0,0,0,1,0,0,0,1,-1,2.92,-1,0,1,-2,-2,-2,0,-1,-1,0,0
283313,12,2011-12,6,2011-12,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,3.42,3.41,Teaneck,NJ,7087,20120103,2,1983,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,68,66,-1,2,0,0,1,0
283325,16,2014-15,3,2014-15,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,1.41,1.41,"West New York",NJ,7093,20140714,1,1986,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,61,61,-1,2,0,0,0,0
283344,15,2014-15,6,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.06,3.05,"Jersey City",NJ,7305,20140612,2,1987,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,97,79,-1,0,0,0,0,0
283352,14,2013-14,1,2013-14,-1,-1,0,-1,0,0,-2,-2,-1,6,3.15,3.15,Bayonne,NJ,7002,20130828,2,1968,1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,-2,-2,-2,0,-1,-1,0,0
283378,17,2013-14,3,2013-14,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,0.69,0.69,Irvington,NJ,7111,20130828,1,1952,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,74,34,-1,0,0,0,0,0
283564,16,2011-12,3,2011-12,0,0,13.1202,-1,0,0,-2,-2,-1,6,2.82,2.82,Bayonne,NJ,7304,20110623,1,1993,0,0,1,0,0,0,0,1,2011,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
283573,16,2011-12,3,2011-12,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,3.74,3.74,"Jersey City",NJ,7305,20110810,2,1992,0,0,0,1,0,0,0,1,2010,-1,-1,0,2,22,10,-1,0,0,0,1,0
283581,15,2014-15,6,2013-14,-2,-2,27.0101,-1,0,0,-2,-2,-1,6,3.57,3.49,"Jersey City",NJ,7307,20140117,2,1992,1,0,0,0,0,0,0,1,2010,-1,-1,0,2,68,62,-1,0,0,0,1,0
283608,16,2014-15,3,2014-15,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.68,3.67,"West New York",NJ,7093,20140717,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,90,70,-1,0,0,0,0,0
283610,16,2011-12,3,2011-12,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3.42,3.42,"Jersey City",NJ,7305,20110608,2,1993,1,0,0,0,0,0,0,1,2011,3.7,-1,0,1,-2,-2,-2,0,0,0,1,1
283647,16,2015-16,3,2014-15,-2,-2,16.0905,13,0,0,-2,-2,-1,6,3.74,3.64,"Jersey City",NJ,7307,20140128,2,1984,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,59,56,-1,2,0,0,0,0
283655,13,2011-12,3,2011-12,1,1,0,-1,0,0,-2,-2,-1,6,2.88,2.88,"Jersey City",NJ,7305,20110601,1,1992,0,0,1,0,0,0,0,1,2011,3.4,-1,0,1,-2,-2,-2,0,1,1,0,0
283660,16,2011-12,3,2011-12,0,-2,52.0201,-1,0,0,-2,-2,-1,6,2.05,2.05,"Jersey City",NJ,7305,20110620,2,1993,0,0,0,1,0,0,0,1,2011,3.4,-1,0,1,-2,-2,-2,0,1,0,0,0
283663,17,2011-12,3,2011-12,1,1,40.0601,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7305,20110810,1,1992,0,0,0,1,0,0,0,1,2011,3.3,-1,0,1,-2,-2,-2,0,1,1,0,0
283668,13,2011-12,3,2011-12,1,1,0,-1,0,0,-2,-2,-1,6,3.06,3.06,"Jersey City",NJ,7305,20110516,2,1993,-1,-1,-1,-1,-1,-1,-1,1,2011,3.7,-1,0,1,-2,-2,-2,0,1,1,0,0
283686,17,2016-17,6,2016-17,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.94,2.94,"Jersey City",NJ,7305,20160616,2,1956,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,91,58,-1,2,0,0,0,0
283728,15,2013-14,3,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.83,3.82,"North Bergen",NJ,7047,20130710,1,1992,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,63,59,-1,0,0,0,0,0
283772,17,2015-16,3,2015-16,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.88,1.87,"North Bergen",NJ,7047,20150514,2,1992,1,0,0,0,0,0,0,1,2010,2.49,-1,0,1,-2,-2,-2,0,1,1,0,0
283775,15,2012-13,3,2012-13,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,4,4,"Union City",NJ,7087,20120518,2,1992,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,64,64,-1,2,0,0,0,0
283809,13,2012-13,6,2012-13,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.8,3.54,"West Orange",NJ,7050,20120517,2,1980,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,135,13,-1,2,0,0,0,0
283812,16,2014-15,1,2014-15,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,3.1,3.1,Newark,NJ,7103,20140826,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,32,13,-1,0,0,0,1,1
283816,15,2014-15,1,2014-15,-2,-2,0,-1,0,0,-2,-2,-1,6,0.8,0.8,"Jersey City",NJ,7305,20140806,1,1990,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,90,66,-1,2,0,0,0,0
283826,17,2011-12,3,2011-12,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7307,20110816,2,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,29,29,-1,0,0,0,0,0
283839,17,2011-12,1,2011-12,0,1,13.1202,-1,0,0,-2,-2,-1,6,2.41,2.41,"Jersey City",NJ,7306,20110607,2,1993,0,0,0,1,0,0,0,1,2011,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
283840,14,2011-12,3,2011-12,1,1,43.0199,-1,0,0,-2,-2,-1,6,2.04,2.04,"Jersey City",NJ,7305,20110531,2,1993,-1,-1,-1,-1,-1,-1,-1,1,2009,3.2,-1,0,1,-2,-2,-2,0,1,1,0,0
283855,16,2011-12,3,2011-12,1,1,0,-1,0,0,-2,-2,-1,6,3.73,3.73,"Union City",NJ,7087,20110412,1,1990,-1,-1,-1,-1,-1,-1,-1,1,2009,2.38,-1,0,1,-2,-2,-2,0,1,1,0,0
283882,14,2013-14,3,2013-14,-2,-2,0,-1,0,0,-2,-2,-1,6,1.33,1.32,"Jersey City",NJ,7307,20140123,1,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,41,33,-1,0,0,0,0,0
283899,16,2015-16,6,2015-16,-2,-2,51.3899,-1,0,0,-2,-2,-1,6,3.58,3.58,Vauxhall,NJ,7017,20150702,2,1987,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,0,0,-1,0,0,0,0,0
284012,17,2015-16,1,2014-15,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,1.9,2.7,"Union City",NJ,7087,20150114,2,1991,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,84,60,-1,2,0,0,0,0
284015,13,2012-13,1,2011-12,-2,-2,16.0905,-1,0,0,-2,-2,-1,6,1,1.3,Bayonne,NJ,7002,20120117,1,1990,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,70,66,-1,2,0,0,1,0
284031,17,2016-17,3,2016-17,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,4,4,"North Bergen",NJ,7047,20160623,2,1990,0,0,0,0,0,0,1,1,-1,-1,-1,0,2,79,65,-1,0,0,0,0,0
284182,16,2013-14,1,2012-13,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,0,0.83,"Union City",NJ,7087,20130103,2,1991,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,0,0,-1,2,0,0,0,0
284246,17,2013-14,6,2013-14,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,1.65,1.65,Bayonne,NJ,7002,20130829,2,1992,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,43,34,-1,0,0,0,0,0
284329,16,2014-15,6,2014-15,-2,-2,0,-1,0,0,-2,-2,-1,6,3.8,3.83,"Jersey City",NJ,7307,20140709,2,1993,0,0,0,0,0,0,0,1,-1,-1,-1,0,2,68,66,-1,0,0,0,0,0
284336,17,2014-15,1,2014-15,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.77,3.76,"Jersey City",NJ,7305,20140828,1,1990,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,2,69,65,-1,2,0,0,0,0
284342,17,2015-16,3,2014-15,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,0,2.76,"Long Branch",NJ,7712,20141216,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,89,65,-1,2,0,0,0,0
284352,17,2014-15,3,2014-15,-2,-2,50.0701,50,0,0,-2,-2,-1,6,3.23,3.22,Kearny,NJ,7032,20140710,2,1992,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,150,46,-1,0,0,0,0,0
284356,17,2014-15,6,2013-14,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,1.5,1.63,Bloomfield,NJ,7003,20131022,1,1991,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,78,70,-1,0,0,0,0,0
284452,16,2012-13,1,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,3,"Jersey City",NJ,7305,20120827,2,1984,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,71,66,-1,2,0,0,0,0
284833,15,2011-12,3,2011-12,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,4,"Asbury Park",NJ,7712,20110906,2,1967,0,0,0,1,0,0,0,1,-1,-1,-1,0,2,48,39,-1,0,0,0,0,0
284885,17,2016-17,3,2016-17,0,-2,52.0801,-1,0,0,-2,-2,-1,6,3.02,3.02,"Jersey City",NJ,7307,20160809,2,1989,0,0,1,0,0,0,0,1,2009,2.9,-1,0,1,-2,-2,-2,0,1,0,0,1
284920,12,2011-12,3,2011-12,-2,-2,54.0101,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7305,20111220,1,1988,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,90,57,-1,0,0,0,0,0
285008,12,2011-12,1,2011-12,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3.7,3.7,"Jersey City",NJ,7306,20110831,1,1979,0,0,1,0,0,0,0,1,-1,-1,-1,0,2,66,66,-1,0,0,0,0,0
285065,13,2012-13,1,2012-13,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,1.5,1.5,Bayonne,NJ,7002,20120906,2,1991,0,0,0,0,0,1,0,1,-1,-1,-1,0,2,45,39,-1,0,0,0,0,0
285108,14,2013-14,1,2013-14,0,-2,0,-1,0,0,-2,-2,-1,6,0,0,"Jersey City",NJ,7304,20130715,2,1979,1,0,0,0,0,0,0,1,-1,-1,-1,0,1,-2,-2,-2,0,1,0,0,1
285111,17,2015-16,3,2015-16,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,2.25,2.25,Newark,NJ,7105,20150904,2,1985,1,0,0,0,0,0,0,1,-1,-1,-1,0,2,95,66,-1,2,0,0,0,0
285147,14,2013-14,3,2011-12,0,1,45.1101,-1,0,0,-2,-2,-1,6,2.12,2.04,Bayonne,NJ,7002,20120113,2,1972,0,0,0,0,0,1,0,1,1991,-1,-1,0,1,-2,-2,-2,0,1,1,0,0
